Date,Jar,Individual ID,Species,Week,Whole Organism Weight,Shell Weight,Tissue Weight,Respiration,Feeding/calcification,Comments2,Unable to confirm ID
9/6/2019,1,2Pk,Olympia,6,,0.312,0.058,,,whole organism wieght in Week 2; originally reserved for feeding/calc,
9/6/2019,1,1Gr,Pacific,6,,0.309,0.098,,,whole organism wieght in Week 2; originally reserved for feeding/calc,
9/6/2019,1,1Rd,Pacific,6,,0.567,0.167,,,whole organism wieght in Week 2; originally reserved for feeding/calc,
9/6/2019,1,2Pk,Pacific,6,,0.4,0.079,,,whole organism wieght in Week 2; originally reserved for feeding/calc,
8/8/2019,2,1Bk,Olympia,2,,0.4729,0.0999,,,,
8/8/2019,2,1Bl,Olympia,2,,0.193,0.022,,,,
8/8/2019,2,1Gr,Olympia,2,,0.185,0.025,,,,
8/8/2019,2,1Or,Olympia,2,,0.589,0.1096,,,,
8/8/2019,2,1Pk,Olympia,2,,NA,NA,,,dead,
8/8/2019,2,1Pu,Olympia,2,,0.1531,0.0307,,,,
8/8/2019,2,1Rd,Olympia,2,,0.183,0.038,,,,
8/8/2019,2,1Wh,Olympia,2,,0.309,0.048,,,,
8/8/2019,2,2Bk,Olympia,2,,0.962,0.235,X,,,
8/8/2019,2,2Bl,Olympia,2,,0.356,0.073,,,,
8/8/2019,2,2Gr,Olympia,2,,0.653,0.16,,,,
8/8/2019,2,2Or,Olympia,2,,0.751,0.129,X,,,
8/8/2019,2,2Pk,Olympia,2,,0.276,0.046,,,,
8/8/2019,2,2Pu,Olympia,2,,0.427,0.071,,,,
8/8/2019,2,2Rd,Olympia,2,,0.4689,0.0782,,,,
8/8/2019,2,2Wh,Olympia,2,,0.244,0.055,,,,
8/8/2019,2,3Bl,Olympia,2,,0.5077,0.1097,,,,
8/8/2019,2,3Gr,Olympia,2,,0.7242,0.1478,,,,
8/8/2019,2,3Pk,Olympia,2,,0.48,0.104,,,,
8/8/2019,2,3Pu,Olympia,2,,0.49,0.078,,,,
8/8/2019,2,1Bk,Pacific,2,,0.166,0.045,,,,
8/8/2019,2,1Bl,Pacific,2,,0.387,0.107,,,,
8/8/2019,2,1Gr,Pacific,2,,0.155,0.028,,,,
8/8/2019,2,1Or,Pacific,2,,0.336,0.086,,,,
8/8/2019,2,1Pk,Pacific,2,,0.131,0.034,,,,
8/8/2019,2,1Pu,Pacific,2,,0.172,0.039,,,,X (there are two 1Pu Pacifics)
8/8/2019,2,1Pu,Pacific,2,,0.081,0.019,,,placed into 3Pu bag and/or vial,X (there are two 1Pu Pacifics)
8/8/2019,2,1Rd,Pacific,2,,0.319,0.078,,,,
8/8/2019,2,1Wh,Pacific,2,,0.2999,0.0492,,,,X (this is an extra; other 1Wh corresponds better with initial weights)
8/8/2019,2,1Wh,Pacific,2,,0.0722,0.0178,,,,
8/8/2019,2,2Bk,Pacific,2,,0.363,0.12,X,,,
8/8/2019,2,2Bl,Pacific,2,,0.1842,0.0483,,,,
8/8/2019,2,2Gr,Pacific,2,,NA,NA,,,dead,X (there are two 2Gr Pacifics)
8/8/2019,2,2Gr,Pacific,2,,0.4044,0.0948,,,,X (there are two 2Gr Pacifics)
8/8/2019,2,2Or,Pacific,2,,0.1228,0.033,,,,
8/8/2019,2,2Pk,Pacific,2,,0.168,0.033,,,,
8/8/2019,2,2Pk,Pacific,2,,0.5671,0.0964,,,,X (this is an extra; other 1Pk corresponds better with initial weights)
8/8/2019,2,2Pu,Pacific,2,,0.163,0.045,,,,
8/8/2019,2,2Rd,Pacific,2,,0.102,0.024,,,,X (there are two 2Rd Pacifics)
8/8/2019,2,2Rd,Pacific,2,,0.1279,0.0173,,,,X (there are two 2Rd Pacifics)
8/8/2019,2,2Wh,Pacific,2,,0.107,0.026,,,,
8/8/2019,2,3Bl,Pacific,2,,0.184,0.039,,,,
8/8/2019,2,3Gr,Pacific,2,,0.212,0.048,X,,,
8/8/2019,2,3Pk,Pacific,2,,0.1608,0.0341,,,,
8/8/2019,2,3Pu,Pacific,2,,NA,NA,,,dead,
8/9/2019,3,1Bk,Olympia,2,,0.211,0.024,,,,
8/9/2019,3,1Bl,Olympia,2,,0.221,0.028,,,,
8/9/2019,3,1Gr,Olympia,2,,0.553,0.123,,,,
8/9/2019,3,1Or,Olympia,2,,0.377,0.083,,,,
8/9/2019,3,1Pk,Olympia,2,,0.1726,0.0218,,,unsure if pink or purple; confirmed pink during QA/QC,
8/9/2019,3,1Pu,Olympia,2,,0.239,0.041,,,,
8/9/2019,3,1Rd,Olympia,2,,0.5729,0.0767,,,,
8/9/2019,3,1Wh,Olympia,2,,0.327,0.047,,,,
8/9/2019,3,2Bk,Olympia,2,,0.753,0.159,X,,,
8/9/2019,3,2Bl,Olympia,2,,0.427,0.072,,,,
8/9/2019,3,2Gr,Olympia,2,,0.3223,0.0594,,,,
8/9/2019,3,2Or,Olympia,2,,0.568,0.082,,,,
8/9/2019,3,2Pk,Olympia,2,,1.06,0.223,,,,
8/9/2019,3,2Pu,Olympia,2,,0.6527,0.0966,,,,
8/9/2019,3,2Rd,Olympia,2,,0.551,0.117,,,,
8/9/2019,3,2Wh,Olympia,2,,0.45,0.11,,,,
8/9/2019,3,3Bl,Olympia,2,,0.53,0.092,,,,
8/9/2019,3,3Gr,Olympia,2,,0.84,0.089,X,,,
8/9/2019,3,3Pk,Olympia,2,,0.4549,0.0951,,,two dots,
8/9/2019,3,3Pu,Olympia,2,,0.732,0.109,,,,
8/9/2019,3,1Bk,Pacific,2,,NA,NA,,,,
8/9/2019,3,1Bl,Pacific,2,,0.199,0.036,,,,
8/9/2019,3,1Gr,Pacific,2,,0.358,0.101,,,,
8/9/2019,3,1Or,Pacific,2,,0.193,0.032,,,,
8/9/2019,3,1Pk,Pacific,2,,0.345,0.089,X,,,
8/9/2019,3,1Pu,Pacific,2,,0.335,0.112,,,,
8/9/2019,3,1Rd,Pacific,2,,0.2544,0.0698,,,,
8/9/2019,3,1Wh,Pacific,2,,0.2252,0.0418,,,,
8/9/2019,3,2Bk,Pacific,2,,0.238,0.073,,,,
8/9/2019,3,2Bl,Pacific,2,,0.5,0.135,X,,,
8/9/2019,3,2Gr,Pacific,2,,0.244,0.06,,,,
8/9/2019,3,2Or,Pacific,2,,0.235,0.06,,,,
8/9/2019,3,2Pk,Pacific,2,,0.2645,0.0605,,,,
8/9/2019,3,3Pu,Pacific,2,,0.14,0.028,,,had 2 dots,X
8/9/2019,3,2Rd,Pacific,2,,0.608,0.185,,,,
8/9/2019,3,2Wh,Pacific,2,,0.311,0.076,,,,
8/9/2019,3,3Bl,Pacific,2,,0.135,0.029,,,,
8/9/2019,3,3Gr,Pacific,2,,0.303,0.137,,,,
8/9/2019,3,3Pk,Pacific,2,,0.302,0.085,,,,
8/9/2019,3,2Pu,Pacific,2,,NA,NA,,,dead,X
8/23/2019,4,1Bk,Olympia,4,,0.379,0.051,,,,
8/23/2019,4,1Bl,Olympia,4,,0.2247,0.0362,,,no dots,
8/23/2019,4,1Gr,Olympia,4,,0.616,0.096,,,no dots,X
8/23/2019,4,1Or,Olympia,4,,0.166,0.026,,,,
8/23/2019,4,3Pk,Olympia,4,,0.623,0.113,X,,1Pk bag and vial; ID changed during QA/QC,
8/23/2019,4,1Pu,Olympia,4,,0.215,0.031,,,,
8/23/2019,4,1Rd,Olympia,4,,NA,NA,,,dead,
8/23/2019,4,1Wh,Olympia,4,,0.171,0.023,,,,
8/23/2019,4,2Bk,Olympia,4,,0.415,0.089,,,,
8/23/2019,4,2Bl,Olympia,4,,NA,NA,,,dead,
8/23/2019,4,2Gr,Olympia,4,,0.6953,0.1429,,,,
8/23/2019,4,2Or,Olympia,4,,0.148,0.024,,,,
8/23/2019,4,2Pk,Olympia,4,,NA,NA,,,dead,
8/23/2019,4,2Pu,Olympia,4,,0.28,0.064,,,,
8/23/2019,4,2Rd,Olympia,4,,NA,NA,,,dead,
8/23/2019,4,2Wh,Olympia,4,,0.692,0.131,X,,,
8/23/2019,4,3Bl,Olympia,4,,0.52,0.085,,,,
8/23/2019,4,3Gr,Olympia,4,,0.827,0.158,,,,
8/23/2019,4,1Pk,Olympia,4,,NA,NA,,,dead; 1 dot,ID changed from 3Pk to 1Pk during QA/QC
8/23/2019,4,3Pu,Olympia,4,,0.39,0.065,,,,
8/23/2019,4,1Bk,Pacific,4,,0.18,0.038,,,,
8/23/2019,4,1Bl,Pacific,4,,0.238,0.04,,,,
8/23/2019,4,3Gr,Pacific,4,,0.476,0.087,,,no dots; 1 Gr bag and vial; ID changed during QA/QC,
8/23/2019,4,1Or,Pacific,4,,0.281,0.071,,,no dots,
8/23/2019,4,1Pk,Pacific,4,,0.23,0.059,,,,X
8/23/2019,4,1Pu,Pacific,4,,0.4,0.097,,,,
8/23/2019,4,1Rd,Pacific,4,,NA,NA,,,dead; 2 dots,X
8/23/2019,4,1Wh,Pacific,4,,0.103,0.026,,,,
8/23/2019,4,2Bk,Pacific,4,,NA,NA,,,dead,
8/23/2019,4,2Bl,Pacific,4,,0.305,0.06,X,,,
8/23/2019,4,2Gr,Pacific,4,,0.195,0.031,,,no dots,X
8/23/2019,4,2Or,Pacific,4,,0.196,0.03,,,,
8/23/2019,4,2Pk,Pacific,4,,0.317,0.073,,,1 dot,X
8/23/2019,4,2Pu,Pacific,4,,0.199,0.051,,,,
8/23/2019,4,2Rd,Pacific,4,,0.322,0.069,X,,,X
8/23/2019,4,2Wh,Pacific,4,,0.435,0.075,,,1 dot,
8/23/2019,4,3Bl,Pacific,4,,0.243,0.046,,,no dots,
8/23/2019,4,1Gr,Pacific,4,,0.293,0.044,,,no dots; 3Gr bag and vial,X
8/23/2019,4,3Pk,Pacific,4,,0.256,0.069,,,1 dot,X
8/23/2019,4,3Pu,Pacific,4,,0.251,0.041,,,no dots,
8/9/2019,5,1Bk,Olympia,2,,0.299,0.044,,,,
8/9/2019,5,1Bl,Olympia,2,,0.284,0.04,,,,
8/9/2019,5,1Gr,Olympia,2,,0.27,0.038,,,,
8/9/2019,5,1Or,Olympia,2,,0.227,0.05,,,,
8/9/2019,5,1Pk,Olympia,2,,0.186,0.027,,,,
8/9/2019,5,1Pu,Olympia,2,,0.185,0.028,,,,
8/9/2019,5,1Rd,Olympia,2,,0.296,0.047,,,,
8/9/2019,5,1Wh,Olympia,2,,NA,NA,,,dead,
8/9/2019,5,2Bk,Olympia,2,,0.33,0.06,,,,
8/9/2019,5,2Bl,Olympia,2,,0.415,0.06,,,,
8/9/2019,5,2Gr,Olympia,2,,0.332,0.06,,,,
8/9/2019,5,2Or,Olympia,2,,0.351,0.054,,,,
8/9/2019,5,2Pk,Olympia,2,,0.372,0.064,,,,
8/9/2019,5,2Pu,Olympia,2,,0.283,0.059,,,,
8/9/2019,5,2Rd,Olympia,2,,0.379,0.064,,,,
8/9/2019,5,2Wh,Olympia,2,,0.379,0.066,,,,
8/9/2019,5,3Bl,Olympia,2,,0.9048,0.1418,,,,
8/9/2019,5,3Gr,Olympia,2,,NA,NA,,,dead,
8/9/2019,5,3Pk,Olympia,2,,0.68,0.156,X,,,
8/9/2019,5,3Pu,Olympia,2,,0.785,0.113,,,,
8/9/2019,5,1Bk,Pacific,2,,0.126,0.03,,,no dots,X
8/9/2019,5,1Bl,Pacific,2,,0.122,0.025,,,no dots,X
8/9/2019,5,1Gr,Pacific,2,,0.331,0.079,,,no dots,X
8/9/2019,5,1Or,Pacific,2,,0.0895,0.0174,,,,
8/9/2019,5,1Pk,Pacific,2,,0.103,0.023,,,,X
8/9/2019,5,1Pu,Pacific,2,,0.307,0.061,,,no dots,X
8/9/2019,5,1Rd,Pacific,2,,0.316,0.092,X,,2Rd was written on respiration datasheet. 1Rd ID confirmed by looking at photos.,
8/9/2019,5,1Wh,Pacific,2,,0.1446,0.0303,,,no dots,X
8/9/2019,5,2Bk,Pacific,2,,0.408,0.1,,,,
8/9/2019,5,2Bl,Pacific,2,,0.189,0.043,,,no dots,X
8/9/2019,5,3Gr,Pacific,2,,0.325,0.092,,,no dots,X
8/9/2019,5,2Gr,Pacific,2,,0.1545,0.0263,,,no dots,X
8/9/2019,5,2Or,Pacific,2,,NA,NA,,,dead,
8/9/2019,5,2Pk,Pacific,2,,0.491,0.12,,,,
8/9/2019,5,2Pu,Pacific,2,,0.21,0.052,X,,,
8/9/2019,5,2Rd,Pacific,2,,0.2328,0.0517,,,,
8/9/2019,5,2Wh,Pacific,2,,0.123,0.028,,,no dots,X
8/9/2019,5,3Bl,Pacific,2,,0.263,0.082,,,two dots,X
8/9/2019,5,3Pk,Pacific,2,,0.206,0.039,,,one dot,X
8/9/2019,5,3Pu,Pacific,2,,0.305,0.1,,,originally 2Pu in 3Pu bag; changed ID during QA/QC,
8/8/2019,6,1Bk,Olympia,2,,0.5201,0.1174,,,,
8/8/2019,6,1Bl,Olympia,2,,NA,NA,,,no dots,X
8/8/2019,6,1Gr,Olympia,2,,0.135,0.015,,,,
8/8/2019,6,1Or,Olympia,2,,0.519,0.105,,,,
8/8/2019,6,1Pk,Olympia,2,,0.31,0.0409,,,,
8/8/2019,6,1Pu,Olympia,2,,NA,NA,,,dead,X
8/8/2019,6,1Rd,Olympia,2,,NA,NA,,,dead,X
8/8/2019,6,1Rd,Olympia,2,,0.545,0.108,X,,Put in 1white microcentrifuge container.,X
8/8/2019,6,2Bk,Olympia,2,,0.882,0.162,,,,
8/8/2019,6,2Bl,Olympia,2,,0.1745,0.0403,,,,
8/8/2019,6,2Gr,Olympia,2,,0.605,0.122,,,,
8/8/2019,6,2Or,Olympia,2,,0.643,0.102,,,no dots,X
8/8/2019,6,2Pk,Olympia,2,,0.4133,0.0738,,,no dots,X
8/8/2019,6,2Pu,Olympia,2,,NA,NA,,,dead / one dot only,X
8/8/2019,6,2Rd,Olympia,2,,0.355,0.097,,,,
8/8/2019,6,2Wh,Olympia,2,,0.521,0.082,,,no dots,X
8/8/2019,6,3Bl,Olympia,2,,0.472,0.087,X,,,
8/8/2019,6,3Gr,Olympia,2,,0.806,0.183,,,,
8/8/2019,6,3Pk,Olympia,2,,0.4778,0.0631,,,,
8/8/2019,6,3Pu,Olympia,2,,0.471,0.083,,,,
8/8/2019,6,1Bk,Pacific,2,,0.156,0.029,,,,
8/8/2019,6,1Bl,Pacific,2,,0.2126,0.0637,,,,
8/8/2019,6,1Gr,Pacific,2,,0.252,0.074,,,,
8/8/2019,6,1Or,Pacific,2,,0.181,0.049,,,,
8/8/2019,6,1Pk,Pacific,2,,0.14,0.035,,,,
8/8/2019,6,1Pu,Pacific,2,,0.2969,0.0667,,,,
8/8/2019,6,1Rd,Pacific,2,,0.066,0.02,,,,
8/8/2019,6,1Wh,Pacific,2,,0.2,0.053,X,,,
8/8/2019,6,2Bk,Pacific,2,,0.176,0.05,,,,
8/8/2019,6,2Bl,Pacific,2,,0.1484,0.0322,,,,
8/8/2019,6,2Gr,Pacific,2,,0.2422,0.0684,,,,
8/8/2019,6,2Or,Pacific,2,,0.177,0.045,,,,
8/8/2019,6,2Pk,Pacific,2,,0.194,0.06,,,,
8/8/2019,6,2Pu,Pacific,2,,0.232,0.087,,,,
8/8/2019,6,2Rd,Pacific,2,,0.212,0.054,,,,
8/8/2019,6,2Wh,Pacific,2,,0.156,0.04,,,no dots,X
8/8/2019,6,3Bl,Pacific,2,,0.218,0.065,,,no dots,X
8/8/2019,6,3Gr,Pacific,2,,NA,NA,,,dead,
8/8/2019,6,3Pk,Pacific,2,,0.295,0.098,,,,
8/8/2019,6,3Pu,Pacific,2,,0.49,0.149,X,,,
8/23/2019,7,1Bk,Olympia,4,,0.559,0.116,,,,
8/23/2019,7,1Bl,Olympia,4,,0.297,0.04,,,,
8/23/2019,7,1Gr,Olympia,4,,0.462,0.082,,,,
8/23/2019,7,1Or,Olympia,4,,0.247,0.038,,,,
8/23/2019,7,1Pk,Olympia,4,,0.42,0.088,,,,
8/23/2019,7,1Pu,Olympia,4,,0.342,0.071,,,,
8/23/2019,7,1Rd,Olympia,4,,0.315,0.036,,,,
8/23/2019,7,1Wh,Olympia,4,,0.487,0.102,,,,
8/23/2019,7,2Bk,Olympia,4,,NA,NA,X,,dead,
8/23/2019,7,2Bl,Olympia,4,,0.651,0.089,,,,
8/23/2019,7,2Gr,Olympia,4,,NA,NA,,,dead,
8/23/2019,7,2Or,Olympia,4,,0.388,0.045,,,,
8/23/2019,7,2Pk,Olympia,4,,0.512,0.063,,,,
8/23/2019,7,2Pu,Olympia,4,,0.585,0.088,,,,
8/23/2019,7,2Rd,Olympia,4,,0.249,0.024,,,,
8/23/2019,7,2Wh,Olympia,4,,0.342,0.063,,,,
8/23/2019,7,3Bl,Olympia,4,,0.488,0.097,,,,
8/23/2019,7,3Gr,Olympia,4,,0.303,0.055,,,,
8/23/2019,7,3Pk,Olympia,4,,0.435,0.082,,,,
8/23/2019,7,3Pu,Olympia,4,,0.765,0.127,X,,,
8/23/2019,7,1Bk,Pacific,4,,0.139,0.023,,,,
8/23/2019,7,1Bl,Pacific,4,,0.076,0.015,,,no dots,
8/23/2019,7,1Gr,Pacific,4,,0.06,0.0089,,,,
8/23/2019,7,1Or,Pacific,4,,NA,NA,,,dead,
8/23/2019,7,1Pk,Pacific,4,,0.08,0.016,,,,
8/23/2019,7,1Pu,Pacific,4,,0.147,0.034,,,,
8/23/2019,7,1Rd,Pacific,4,,0.065,0.0165,,,,
8/23/2019,7,1Wh,Pacific,4,,0.121,0.021,,,,
8/23/2019,7,2Bk,Pacific,4,,NA,NA,,,dead,
8/23/2019,7,2Bl,Pacific,4,,NA,NA,,,dead,
8/23/2019,7,2Gr,Pacific,4,,0.1942,0.0351,,,,
8/23/2019,7,2Or,Pacific,4,,0.29,0.065,,,,
8/23/2019,7,2Pk,Pacific,4,,0.167,0.028,,,1 dot,
8/23/2019,7,2Pu,Pacific,4,,0.28,0.077,,,,
8/23/2019,7,2Rd,Pacific,4,,NA,NA,,,dead,
8/23/2019,7,2Wh,Pacific,4,,0.17,0.037,,,1 dot,
8/23/2019,7,3Bl,Pacific,4,,NA,NA,,,dead,
8/23/2019,7,3Gr,Pacific,4,,0.2389,0.0514,,,,
8/23/2019,7,3Pk,Pacific,4,,0.374,0.094,X,,,
8/23/2019,7,3Pu,Pacific,4,,0.247,0.055,X,,,
8/22/2019,8,1Bk,Olympia,4,,0.163,0.018,,,,
8/22/2019,8,1Bl,Olympia,4,,NA,NA,,,dead,
8/22/2019,8,1Gr,Olympia,4,,NA,NA,,,dead,
8/22/2019,8,1Or,Olympia,4,,0.176,0.026,,,no dots,
8/22/2019,8,1Pk,Olympia,4,,NA,NA,,,dead,
8/22/2019,8,1Pu,Olympia,4,,0.238,0.027,,,,
8/22/2019,8,1Rd,Olympia,4,,0.359,0.052,,,,
8/22/2019,8,1Wh,Olympia,4,,0.374,0.06,,,,
8/22/2019,8,2Bl,Olympia,4,,NA,NA,,,dead,
8/22/2019,8,2Gr,Olympia,4,,0.3054,0.0363,,,,
8/22/2019,8,2Or,Olympia,4,,0.273,0.044,,,,
8/22/2019,8,2Pk,Olympia,4,,0.3062,0.0496,,,,
8/22/2019,8,2Pu,Olympia,4,,0.3694,0.0465,,,1 dot,
8/22/2019,8,2Rd,Olympia,4,,0.877,0.161,,,,
8/22/2019,8,2Wh,Olympia,4,,0.5379,0.0814,X,,,
8/22/2019,8,3Bl,Olympia,4,,0.5306,0.0745,X,,,
8/22/2019,8,3Gr,Olympia,4,,0.514,0.093,,,2 dots,
8/22/2019,8,3Pk,Olympia,4,,0.2295,0.0294,,,,
8/22/2019,8,3Pu,Olympia,4,,0.497,0.085,,,,
8/22/2019,8,NA,Olympia,4,,NA,NA,,,dead,
8/22/2019,8,1Bk,Pacific,4,,0.0619,0.0146,,,,
8/22/2019,8,1Bl,Pacific,4,,0.128,0.027,,,,
8/22/2019,8,1Gr,Pacific,4,,0.1838,0.031,,,,
8/22/2019,8,1Or,Pacific,4,,0.089,0.016,,,,
8/22/2019,8,1Pk,Pacific,4,,0.181,0.048,,,2 dots; changed from3Pk to 1 Pk during QA/QC but still unconfirmable ,X
8/22/2019,8,1Pu,Pacific,4,,NA,NA,,,dead,X
8/22/2019,8,1Rd,Pacific,4,,0.1041,0.02,,,,
8/22/2019,8,1Wh,Pacific,4,,0.201,0.036,,,no dots,
8/22/2019,8,2Bk,Pacific,4,,0.094,0.014,,,,
8/22/2019,8,2Bl,Pacific,4,,0.1581,0.0343,,,,
8/22/2019,8,2Gr,Pacific,4,,0.258,0.047,,,,
8/22/2019,8,2Or,Pacific,4,,0.1384,0.0359,,,,
8/22/2019,8,2Pk,Pacific,4,,0.241,0.049,,,1 dot,X
8/22/2019,8,2Pu,Pacific,4,,0.33,0.062,,,,
8/22/2019,8,2Rd,Pacific,4,,0.229,0.046,,,1 dot,
8/22/2019,8,2Wh,Pacific,4,,0.1266,0.0216,,,,
8/22/2019,8,3Bl,Pacific,4,,0.535,0.117,X,,,
8/22/2019,8,3Gr,Pacific,4,,0.092,0.015,,,,
8/22/2019,8,3Pk,Pacific,4,,0.289,0.055,X,,1Pk bag and vial; ID changed during QA/QC,
8/22/2019,8,3Pu,Pacific,4,,0.1338,0.0294,,,1 dot,X
9/5/2019,9,1Bk,Olympia,6,,0.2362,0.0378,,,,
9/5/2019,9,1Bl,Olympia,6,,0.2735,0.0441,,,,
9/5/2019,9,2Gr,Olympia,6,,0.49,0.115,,,1Gr bag and vial; ID changed during QA/QC,
9/5/2019,9,1Or,Olympia,6,,NA,NA,,,dead,
9/5/2019,9,1Pk,Olympia,6,,NA,NA,,,dead,
9/5/2019,9,1Pu,Olympia,6,,0.218,0.0297,,,,
9/5/2019,9,1Rd,Olympia,6,,NA,NA,,,dead,
9/5/2019,9,1Wh,Olympia,6,,0.252,0.0448,,,,
9/5/2019,9,2Bk,Olympia,6,,0.5853,0.1199,,,,
9/5/2019,9,2Bl,Olympia,6,,0.4206,0.0692,,,,
9/5/2019,9,1Gr,Olympia,6,,0.252,0.023,,,one dot; 2Gr bag and vial; ID changed during QA/QC,
9/5/2019,9,2Or,Olympia,6,,0.545,0.1024,,,,
9/5/2019,9,2Pk,Olympia,6,,0.196,0.025,,,,
9/5/2019,9,2Pu,Olympia,6,,0.447,0.077,,,,
9/5/2019,9,2Rd,Olympia,6,,0.624,0.097,,,,
9/5/2019,9,2Wh,Olympia,6,,0.2473,0.0398,,,,
9/5/2019,9,3Bl,Olympia,6,,0.776,0.125,,,,
9/5/2019,9,3Gr,Olympia,6,,0.427,0.077,X,,,
9/5/2019,9,3Pk,Olympia,6,,0.481,0.074,X,,,
9/5/2019,9,3Pu,Olympia,6,,NA,NA,,,dead,
9/5/2019,9,1Bk,Pacific,6,,0.39,0.079,X,,,
9/5/2019,9,1Bl,Pacific,6,,0.0263,0.0057,,,,
9/5/2019,9,1Gr,Pacific,6,,0.0684,0.0145,,,,
9/5/2019,9,1Or,Pacific,6,,0.166,0.042,,,,
9/5/2019,9,1Pk,Pacific,6,,0.161,0.032,,,,
9/5/2019,9,1Pu,Pacific,6,,0.048,0.013,,,no dots,
9/5/2019,9,1Rd,Pacific,6,,0.0866,0.0167,,,,
9/5/2019,9,1Wh,Pacific,6,,0.151,0.037,,,,
9/5/2019,9,2Bk,Pacific,6,,0.2844,0.0603,,,,
9/5/2019,9,2Bl,Pacific,6,,0.1357,0.0308,,,no dots,
9/5/2019,9,2Gr,Pacific,6,,0.064,0.014,,,,
9/5/2019,9,2Or,Pacific,6,,0.1591,0.0247,,,,
9/5/2019,9,2Pk,Pacific,6,,0.219,0.058,,,,
9/5/2019,9,2Pu,Pacific,6,,0.226,0.038,,,,
9/5/2019,9,2Rd,Pacific,6,,0.1369,0.0025,,,,
9/5/2019,9,3Bl,Pacific,6,,0.173,0.044,X,,,
9/5/2019,9,3Gr,Pacific,6,,0.512,0.101,,,,
9/5/2019,9,3Pk,Pacific,6,,0.1597,0.0331,,,,
9/5/2019,9,3Pu,Pacific,6,,0.2465,0.053,,,two dots,
9/5/2019,9,2Wh,Pacific,6,,NA,NA,,,dead; 2 white,
8/22/2019,10,1Bk,Olympia,4,,0.4711,0.0773,,,,
8/22/2019,10,1Bl,Olympia,4,,0.4275,0.0701,,,,
8/22/2019,10,1Gr,Olympia,4,,NA,NA,,,dead,
